epoch,acc,loss,val_acc,val_loss
0,0.7492340239102409,0.8442459100879661,0.7345890410958904,4.065583789185302
1,0.7684199007878612,0.774289451606913,0.7328767123287672,3.419325813991294
2,0.7752772103880945,0.7507662372405445,0.2646974885844749,11.17566554622563
3,0.7804566676393347,0.7335101364477752,0.7345890410958904,3.9500809183948116
4,0.7835205719288006,0.7234743991293293,0.7345890410958904,1.3246427211042953
5,0.7889188794864312,0.7075117505741148,0.7325913242009132,1.3656531233493596
6,0.7937700612954784,0.69361930781215,0.7345890410958904,1.400725140283097
7,0.793405310767435,0.6893035862861168,0.7345890410958904,3.2669849880209796
8,0.8012474467638181,0.6738616420292527,0.7345890410958904,1.524986890897359
9,0.8000437700786708,0.6661026974982898,0.7323059360730594,1.1012274452812596
10,0.8056974029589715,0.6540709277753549,0.7345890410958904,4.142255603450618
11,0.8071032672112018,0.6481914021587706,0.7345890410958904,1.2138555292125162
12,0.8098000583771162,0.6385913240547704,0.7345890410958904,3.5091946133195537
13,0.8130653632915086,0.6242261496618464,0.7345890410958904,4.189629417576202
14,0.8181353954069462,0.6148920786739056,0.586329908675799,1.5575112558935331
15,0.8182083455090764,0.6097722462342298,0.7344463470319634,3.813713784087194
16,0.8221841260751691,0.5971922407979551,0.4743150684931507,4.943387806687725
17,0.8244455792238109,0.5888357910707807,0.7347317351598174,2.425493988272262
18,0.8309016632797213,0.5785606508182651,0.7347317351598174,2.8260907623321496
19,0.8313758389435671,0.5732077058216626,0.7347317351598174,3.0115672170299375
20,0.8339290924833368,0.5624360237449956,0.3012271689497717,9.200612070353609
21,0.8357893201050481,0.55046649081108,0.5683504566210046,2.7878978862065704
22,0.8387802743097766,0.5440397563553219,0.7347317351598174,4.255557189793347
23,0.8399839509949241,0.5374388136980587,0.7347317351598174,4.238660361668835
24,0.8405675517771799,0.533982080344664,0.7344463470319634,3.60737552136591
25,0.848300262602975,0.5134963909686394,0.7347317351598174,4.2622164830769576
26,0.849832214747708,0.508749650872272,0.7345890410958904,4.265784102487782
27,0.8520207178116123,0.49822122487341447,0.7347317351598174,4.235508316728078
28,0.8525313685265233,0.494777165612014,0.7347317351598174,4.269617982106666
29,0.8571272249955076,0.4809881503010826,0.7350171232876712,4.244109197294331
30,0.860738255033557,0.4703148740580453,0.7347317351598174,4.262613132119723
31,0.8601911292849737,0.47218991811260874,0.7348744292237442,4.244931547609094
32,0.8625255325531382,0.45806789973890394,0.7250285388127854,3.1645929045873147
33,0.8649328859060402,0.45221973353410416,0.7347317351598174,4.266793550965993
34,0.8679967901955062,0.4483284909644487,0.2648401826484018,11.38196034627418
35,0.8720455208637292,0.43153050410563165,0.2649828767123288,11.747809549444886
36,0.8713160198250351,0.43809083410244415,0.2654109589041096,11.794609757863224
37,0.8776262036766852,0.4192721897201911,0.6118721461187214,2.730223646991329
38,0.8758754012429544,0.41801122585781675,0.2685502283105023,11.153037382587451
39,0.879778231706917,0.40765475318909805,0.2651255707762557,11.828744807744135
40,0.8806171578640211,0.4035688565551,0.7345890410958904,4.270250372690697
41,0.8859060402858491,0.3919828522299273,0.6602454337899544,3.6247802614893545
42,0.8835351619666194,0.3926328358286353,0.3120719178082192,10.051018523298987
43,0.8901006711583322,0.3744529290643836,0.2654109589041096,11.840155155147047
44,0.8928362999708199,0.37139149103666974,0.2654109589041096,11.822677361910745
45,0.8879121680770353,0.37809053883456545,0.2646974885844749,11.808894329419418
46,0.8953836056009334,0.3598996584011348,0.7345890410958904,4.257579450193606
47,0.8964535901926445,0.3517016253895705,0.7343036529680366,4.232244377811205
48,0.8990735337203398,0.3480817895998995,0.3892694063926941,8.173019814164672
49,0.9002407353544222,0.34223048363303804,0.2708333333333333,11.044494824866726
50,0.9018821126523503,0.3371956421381397,0.2652682648401826,11.836704025529835
51,0.9017726874991552,0.338404855406907,0.2654109589041096,11.837567636411483
52,0.9032316895069726,0.3317668963781348,0.2652682648401826,11.840645443903258
53,0.904581266413773,0.32667564487436407,0.2652682648401826,11.84046495559553
54,0.9088488473709937,0.3142964934638335,0.2652682648401826,11.840313974580809
55,0.907791070924892,0.3193708385805851,0.2652682648401826,11.840536934055693
56,0.9103807995331193,0.3123866945357305,0.2652682648401826,11.840981098070536
57,0.9101254741930566,0.309913665751935,0.2652682648401826,11.840445930010652
58,0.913444703839978,0.2961180944257691,0.2654109589041096,11.840217196233741
