epoch,acc,loss,val_acc,val_loss
0,0.648771021992238,0.6333238518523367,0.5948795180722891,0.7852554345525891
1,0.6513583441138422,0.6279691917891644,0.5948795180722891,0.7972593572304909
2,0.6680142302716688,0.6163209072117818,0.6099397590361446,0.7313712745545858
3,0.6723803363518758,0.6144375419979108,0.6009036144578314,0.7619646520140659
4,0.6728654592496766,0.6089182557468272,0.6129518072289156,0.7150866843490715
5,0.6775549805950841,0.6090086249858719,0.6009036144578314,0.797353801912213
6,0.6790103492884865,0.6008583199989441,0.6009036144578314,0.7584527440099831
7,0.6888745148771022,0.594515389421856,0.5993975903614458,0.8519253737955208
8,0.6785252263906857,0.6008318723558916,0.5963855421686747,0.7920840124947479
9,0.6751293661060802,0.5968898793472818,0.5918674698795181,0.8143508287977024
10,0.693078913324709,0.5884583766293865,0.5903614457831325,0.7726039816905935
11,0.7019728331177232,0.5829270276569919,0.5903614457831325,0.7616729668105942
12,0.6882276843467011,0.5855916099379472,0.5933734939759037,0.822682046163154
13,0.6853169469598965,0.5895333747833698,0.5903614457831325,0.7545205707471054
14,0.6984152652005174,0.5812523739091946,0.5963855421686747,0.8242072871919855
15,0.6990620957309185,0.5751744407345992,0.5948795180722891,0.8211451114031924
16,0.6979301423027167,0.5741061583007138,0.5963855421686747,0.8359858965478748
17,0.7055304010349288,0.5672255938952213,0.5918674698795181,0.8250613306839782
18,0.7063389391979301,0.5676367104699278,0.5963855421686747,0.8472236832491604
19,0.6989003880983182,0.5743607268807265,0.5948795180722891,0.7698793988450464
20,0.7147477360931436,0.557001401755819,0.5918674698795181,0.80584606079452
21,0.7158796895213454,0.5579143887889338,0.5963855421686747,0.8370464151074369
22,0.7107050452781372,0.5620625718493125,0.5918674698795181,0.8608777946287609
23,0.7183053040103493,0.5570172654394961,0.5993975903614458,0.8533488542110805
24,0.7160413971539457,0.5561803775378064,0.5978915662650602,0.8498274480632271
25,0.7199223803363519,0.5559653852322894,0.5963855421686747,0.8396082030362394
26,0.7221862871927555,0.5510113884780417,0.5993975903614458,0.9316853089145867
27,0.7183053040103493,0.5500137007531419,0.5948795180722891,0.9149295931390251
28,0.7246119016817594,0.5433052930195381,0.5933734939759037,0.8538480186947139
29,0.7252587322121604,0.545444395243736,0.5933734939759037,0.8331606197788055
30,0.7259055627425615,0.5452636268091079,0.6024096385542169,0.8875207965408104
31,0.7296248382923674,0.5403092586872725,0.5933734939759037,0.8512630263365895
32,0.7254204398447607,0.5402279948287995,0.5978915662650602,0.7803627888571067
33,0.7283311772315654,0.5385668331427068,0.5993975903614458,0.813150546008564
