epoch,acc,loss,val_acc,val_loss
0,0.5071428571428571,298.8916259765625,0.5092592592592593,297.9855787489149
1,0.4897959183673469,297.61521992586097,0.5092592592592593,297.14074480975114
2,0.5102040816326531,296.78459111427776,0.5092592592592593,296.3637616192853
3,0.49489795918367346,296.00556914660393,0.5092592592592593,295.59911883318864
4,0.47653061224489796,295.2835460429289,0.5092592592592593,294.8832691333912
5,0.5071428571428571,294.546184306242,0.5092592592592593,294.1819231951678
6,0.49387755102040815,293.83802701989,0.5092592592592593,293.44048281069155
0,0.503061224489796,291.1572535923549,0.5046296296296297,282.49935234917535
1,0.5122448979591837,273.7416224888393,0.49537037037037035,266.71260466399013
2,0.5,262.5358547911352,0.49537037037037035,258.25723153573495
3,0.49489795918367346,254.01128552495217,0.49537037037037035,249.68118229618779
4,0.5040816326530613,245.40765156648598,0.49537037037037035,241.10038587782117
5,0.5040816326530613,236.85326189313616,0.49537037037037035,232.58066643608942
0,0.5010204081632653,291.0633077816087,0.5046296296296297,284.5565196849682
1,0.5071428571428571,278.15293940330037,0.5046296296296297,271.58118693033856
2,0.5020408163265306,265.0216000926738,0.5046296296296297,258.4538167317708
3,0.5020408163265306,251.98297928790657,0.5046296296296297,245.4501382333261
4,0.4959349593495935,239.04291664681784,0.5046296296296297,232.53826734754773
5,0.4989754098360656,226.20883028624488,0.5046296296296297,219.8500450981988
6,0.503061224489796,213.6785752276985,0.5046296296296297,207.48260780617042
7,0.5040816326530613,201.50841687260842,0.5046296296296297,195.47476139775029
8,0.4897959183673469,189.73242224868463,0.5046296296296297,183.86240697790075
9,0.503061224489796,178.34503043038504,0.5046296296296297,172.85888897931133
10,0.5040816326530613,167.6214658776108,0.5046296296296297,162.3235829671224
11,0.5010162601626016,157.32008622332316,0.5046296296296297,152.39690370912905
12,0.49183673469387756,148.18147196867028,0.5046296296296297,143.93206108940973
13,0.5051229508196722,139.83640545704327,0.5046296296296297,135.7291101526331
14,0.5010204081632653,131.79364250338807,0.5046296296296297,127.80715885868779
15,0.4969387755102041,124.018132828693,0.5046296296296297,120.17041863335504
16,0.5020408163265306,116.52788970324458,0.5046296296296297,112.82103107593677
17,0.49081632653061225,109.3688232421875,0.5046296296296297,105.76018128571687
18,0.5081632653061224,102.44651386494539,0.5046296296296297,98.98958474618418
19,0.5020408163265306,95.87840012530891,0.5046296296296297,92.51190439860027
20,0.49795918367346936,89.58284364038585,0.5046296296296297,86.32976503725405
21,0.5020408163265306,83.57225466358419,0.5046296296296297,80.44392197220414
22,0.5010204081632653,77.85270924470862,0.5046296296296297,74.85209175392434
23,0.5010204081632653,72.42646366041534,0.5046296296296297,69.5493067988643
24,0.4989795918367347,67.26319505341199,0.5046296296296297,64.52886878119574
25,0.5061224489795918,62.38947134212572,0.5046296296296297,59.783205102991175
26,0.4857142857142857,57.79928817749023,0.5046296296296297,55.30439023618345
27,0.503061224489796,53.436485041404254,0.5046296296296297,51.08425097995334
28,0.5,49.34253754654551,0.5046296296296297,47.11412966692889
29,0.5092213114754098,45.47418797602419,0.49537037037037035,43.397394250940394
30,0.4887755102040816,41.69950807532486,0.49537037037037035,39.93794631958008
31,0.508130081300813,38.315560162552,0.49537037037037035,36.70242408469871
32,0.47950819672131145,35.18604950826676,0.49537037037037035,33.67550970006872
33,0.4796747967479675,32.256836356186284,0.49537037037037035,30.84764643068667
34,0.49183673469387756,29.518916795691666,0.49537037037037035,28.21045027838813
35,0.48565573770491804,26.975510902092104,0.5046296296296297,25.75534220095034
36,0.5193877551020408,24.60928436590701,0.5046296296296297,23.474368978429723
37,0.5182926829268293,22.41166192341626,0.5046296296296297,21.359170207270868
38,0.503061224489796,20.372151308643573,0.5046296296296297,19.40152683964482
39,0.5346938775510204,18.48915997719278,0.5046296296296297,17.59328488950376
40,0.5348360655737705,16.753160883168704,0.5046296296296297,15.926435364617241
41,0.5061224489795918,15.155202916203713,0.5046296296296297,14.392963691993996
42,0.516260162601626,13.684630138118093,0.5046296296296297,12.985175168072736
43,0.5,12.337377614662296,0.5046296296296297,11.695459047953287
44,0.5091463414634146,11.101777588448874,0.5046296296296297,10.51639175415039
45,0.5112244897959184,9.972765544969208,0.5046296296296297,9.44078184057165
